cod_aero,aeropuerto,ciudad,pais,latitud,longitud
YPAD,Adelaide International Airport,Adelaide,Australia ,-34.945,138.531006
YPED,RAAF Base Edinburgh,Edinburgh,Australia ,-34.70249939,138.6210022
YPJT,Perth Jandakot Airport,Perth,Australia ,-32.09749985,115.8809967
YPKA,Karratha Airport,Karratha,Australia ,-20.71220016,116.7730026
YPKG,Kalgoorlie Boulder Airport,Kalgoorlie,Australia ,-30.7894001,121.461998
YPKU,Kununurra Airport,Kununurra,Australia ,-15.77810001,128.7079926
YPLM,Learmonth Airport,Learmonth,Australia ,-22.23559952,114.0889969
YPPD,Port Hedland International Airport,Port Hedland,Australia ,-20.37779999,118.6259995
YPPF,Adelaide Parafield Airport,Adelaide,Australia ,-34.79330063,138.6329956
YPPH,Perth International Airport,Perth,Australia ,-31.94029999,115.9670029
YPWR,Woomera Airfield,Woomera,Australia ,-31.14419937,136.8170013
YPXM,Christmas Island Airport,Christmas Island,Isla de Navidad ,-10.45059967,105.6900024
YSBK,Sydney Bankstown Airport,Sydney,Australia ,-33.92440033,150.9880066
YSCB,Canberra International Airport,Canberra,Australia ,-35.30690002,149.1950073
YSCH,Coffs Harbour Airport,Coff's Harbour,Australia ,-30.32060051,153.1159973
YSCN,Camden Airport,Camden,Australia ,-34.04029846,150.6869965
YSDU,Dubbo City Regional Airport,Dubbo,Australia ,-32.21670151,148.5749969
YSNF,Norfolk Island International Airport,Norfolk Island,Norfolk Island ,-29.04159927,167.9389954
YSRI,RAAF Base Richmond,Richmond,Australia ,-33.600601,150.781006
YSSY,Sydney Kingsford Smith International Airport,Sydney,Australia ,-33.94609833,151.177002
YSTW,Tamworth Airport,Tamworth,Australia ,-31.08390045,150.8470001
YSWG,Wagga Wagga City Airport,Wagga Wagga,Australia ,-35.16529846,147.4660034
ZBAA,Beijing Capital International Airport,Beijing,China ,40.08010101,116.5849991
ZBLA,Dongshan Airport,Hailar,China ,49.20500183,119.8249969
ZBTJ,Tianjin Binhai International Airport,Tianjin,China ,39.12440109,117.3460007
ZBYN,Taiyuan Wusu Airport,Taiyuan,China ,37.74689865,112.6279984
ZGGG,Guangzhou Baiyun International Airport,Guangzhou,China ,23.39240074,113.2990036
ZGHA,Changsha Huanghua International Airport,Changcha,China ,28.18919945,113.2200012
ZGKL,Guilin Liangjiang International Airport,Guilin,China ,25.21809959,110.0390015
ZGNN,Nanning Wuxu Airport,Nanning,China ,22.60829926,108.1719971
ZGSZ,Shenzhen Bao'an International Airport,Shenzhen,China ,22.63929939,113.810997
ZHCC,Zhengzhou Xinzheng International Airport,Zhengzhou,China ,34.5196991,113.8410034
ZHHH,Wuhan Tianhe International Airport,Wuhan,China ,30.7838,114.208
LFLW,Aurillac Airport,Aurillac,Francia ,44.89139938,2.421940088
ZLLL,Lanzhou Zhongchuan Airport,Lanzhou,China ,36.51520157,103.6200027
ZLXY,Xi'an Xianyang International Airport,Xi'an,China ,34.447102,108.751999
ZMUB,Chinggis Khaan International Airport,Ulan Bator,Mongolia ,47.843102,106.766998
ZPJH,Xishuangbanna Gasa Airport,Jinghonggasa,China ,21.97389984,100.7600021
ZPPP,Kunming Changshui International Airport,Kunming,China ,25.1019444,102.9291667
ZSAM,Xiamen Gaoqi International Airport,Xiamen,China ,24.54400063,118.1279984
ZSCN,Nanchang Changbei International Airport,Nanchang,China ,28.86499977,115.9000015
ZSFZ,Fuzhou Changle International Airport,Fuzhou,China ,25.93510056,119.663002
ZSHC,Hangzhou Xiaoshan International Airport,Hangzhou,China ,30.22949982,120.4339981
ZSNB,Ningbo Lishe International Airport,Ninbo,China ,29.82670021,121.461998
ZSNJ,Nanjing Lukou Airport,Nanjing,China ,31.74200058,118.8619995
ZSOF,Hefei Luogang International Airport,Hefei,China ,31.78000069,117.2979965
ZSQD,Liuting Airport,Qingdao,China ,36.26610184,120.3740005
ZSSS,Shanghai Hongqiao International Airport,Shanghai,China ,31.19790077,121.3359985
ZSYT,Yantai Laishan Airport,Yantai,China ,37.40169907,121.3720016
ZUCK,Chongqing Jiangbei International Airport,Chongqing,China ,29.71920013,106.6419983
ZUGY,Longdongbao Airport,Guiyang,China ,26.53849983,106.8010025
ZUUU,Chengdu Shuangliu International Airport,Chengdu,China ,30.57850075,103.9469986
ZUXC,Xichang Qingshan Airport,Xichang,China ,27.9890995,102.1839981
ZWSH,Kashgar Airport,Kashi,China ,39.54290009,76.01999664
ZWTN,Hotan Airport,Hotan,China ,37.03850174,79.86489868
ZWWW,Ürümqi Diwopu International Airport,Urumqi,China ,43.90710068,87.47419739
ZYHB,Taiping Airport,Harbin,China ,45.62340164,126.25
ZYMD,Mudanjiang Hailang International Airport,Mudanjiang,China ,44.52410126,129.5690002
ZYTL,Zhoushuizi Airport,Dalian,China ,38.96569824,121.5390015
ZSPD,Shanghai Pudong International Airport,Shanghai,China ,31.14340019,121.8050003
WMBT,Pulau Tioman Airport,Tioman,Malasia ,2.818180084,104.1600037
WMSA,Sultan Abdul Aziz Shah International Airport,Kuala Lumpur,Malasia ,3.130579948,101.5490036
RJNW,Noto Airport,Wajima,Japón ,37.29309845,136.9620056
HEBA,Borg El Arab International Airport,Alexandria,Egipto ,30.91769981,29.69639969
LFLX,"Châteauroux-Déols ""Marcel Dassault"" Airport",Chateauroux,Francia ,46.860278,1.721111
LFLY,Lyon-Bron Airport,Lyon,Francia ,45.72719955,4.944270134
LFMA,Aix-en-Provence (BA 114) Airport,Aix-les-milles,Francia ,43.5056,5.36778
LFMC,Le Luc-Le Cannet Airport,Le Luc,Francia ,43.38470078,6.387139797
LFMD,Cannes-Mandelieu Airport,Cannes,Francia ,43.542,6.95348
LFMH,Saint-Étienne-Bouthéon Airport,St-Etienne,Francia ,45.54059982,4.296390057
LFMI,Istres Le Tubé/Istres Air Base (BA 125) Airport,Istres,Francia ,43.522701,4.92384
LFMK,Carcassonne Airport,Carcassonne,Francia ,43.2159996,2.306319952
LFML,Marseille Provence Airport,Marseille,Francia ,43.43927192,5.221424103
LFMN,Nice-Côte d'Azur Airport,Nice,Francia ,43.65840149,7.215869904
LFMO,Orange-Caritat (BA 115) Air Base,Orange,Francia ,44.14049911,4.8667202
LFMP,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan,Francia ,42.74039841,2.87067008
LFMQ,Le Castellet Airport,Le Castellet,Francia ,43.25249863,5.785190105
LFMS,Alès-Deaux Airport,Ales,Francia ,44.069698,4.14212
LFMT,Montpellier-Méditerranée Airport,Montpellier,Francia ,43.57619858,3.963010073
LFMU,Béziers-Vias Airport,Beziers,Francia ,43.32350159,3.353899956
LFMV,Avignon-Caumont Airport,Avignon,Francia ,43.90729904,4.901830196
LFMY,Salon-de-Provence (BA 701) Air Base,Salon,Francia ,43.60639954,5.109250069
LFMZ,Lézignan-Corbières Airfield,Lezignan-corbieres,Francia ,43.1758,2.73417
LFNB,Mende-Brenoux Airfield,Mende,Francia ,44.502102,3.53282
LFNH,Carpentras Airport,Carpentras,Francia ,44.02980042,5.07806015
LFOA,Avord (BA 702) Air Base,Avord,Francia ,47.053299,2.6325
LFOB,Paris Beauvais Tillé Airport,Beauvais,Francia ,49.45439911,2.112780094
LFOC,Châteaudun (BA 279) Air Base,Chateaudun,Francia ,48.058102,1.37662
LFOD,Saumur-Saint-Florent Airport,Saumur,Francia ,47.256802,-0.115142
LFOE,Évreux-Fauville (BA 105) Air Base,Evreux,Francia ,49.02870178,1.219859958
LFOH,Le Havre Octeville Airport,Le Havre,Francia ,49.53390121,0.088055998
LFOI,Abbeville,Abbeville,Francia ,50.143501,1.831891
LFOJ,Orléans-Bricy (BA 123) Air Base,Orleans,Francia ,47.9878006,1.760560036
LFOK,Châlons-Vatry Airport,Chalons,Francia ,48.77333333,4.206111111
LFOP,Rouen Airport,Rouen,Francia ,49.38420105,1.174800038
LFOT,Tours-Val-de-Loire Airport,Tours,Francia ,47.43220139,0.727605999
LFOU,Cholet Le Pontreau Airport,Cholet,Francia ,47.08209991,-0.87706399
LFOV,Laval-Entrammes Airport,Laval,Francia ,48.03139877,-0.742986023
LFOZ,Orléans-Saint-Denis-de-l'Hôtel Airport,Orleans,Francia ,47.8969,2.16333
LFPB,Paris-Le Bourget Airport,Paris,Francia ,48.9693985,2.441390038
LFPC,Creil Air Base,Creil,Francia ,49.25350189,2.519140005
LFPG,Charles de Gaulle International Airport,Paris,Francia ,49.012798,2.55
LFPK,Coulommiers-Voisins Airport,Coulommiers,Francia ,48.83769989,3.016119957
LFPM,Melun-Villaroche Air Base,Melun,Francia ,48.60469818,2.671119928
LFPN,Toussus-le-Noble Airport,Toussous-le-noble,Francia ,48.75189972,2.106189966
LFPO,Paris-Orly Airport,Paris,Francia ,48.7233333,2.3794444
LFPT,Pontoise - Cormeilles-en-Vexin Airport,Pontoise,Francia ,49.096667,2.040833
LFPV,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,Francia ,48.7741667,2.1916667
LFQA,Reims-Prunay Airport,Reims,Francia ,49.20869827,4.156579971
LFQB,Troyes-Barberey Airport,Troyes,Francia ,48.322102,4.0167
LFQC,Lunéville-Croismare Airport,Luneville,Francia ,48.59329987,6.543459892
LFQE,Étain-Rouvres Air Base,Etain,Francia ,49.22689819,5.67222023
LFQF,Autun-Bellevue Airport,Autun,Francia ,46.96730042,4.260570049
LFQG,Nevers-Fourchambault Airport,Nevers,Francia ,47.00260162,3.113329887
LFQI,Cambrai-Épinoy (BA 103) Air Base,Cambrai,Francia ,50.221802,3.15424
LFQJ,Maubeuge-Élesmes Airport,Maubeuge,Francia ,50.3105011,4.033120155
LFQM,Besançon-La Vèze Airport,Besancon-la-veze,Francia ,47.2066,6.083681
LFQP,Phalsbourg-Bourscheid Air Base,Phalsbourg,Francia ,48.7680556,7.205
LFQQ,Lille-Lesquin Airport,Lille,Francia ,50.563332,3.086886
LFQT,Merville-Calonne Airport,Merville,Francia ,50.61840057,2.642240047
LFQV,Charleville-Mézières Airport,Charleville,Francia ,49.78390121,4.647079945
LFQW,Vesoul-Frotey Airport,Vesoul-frotey,Francia ,47.6376,6.20392
LFRB,Brest Bretagne Airport,Brest,Francia ,48.44789886,-4.418540001
LFRC,Cherbourg-Maupertus Airport,Cherbourg,Francia ,49.65010071,-1.470280051
LFRD,Dinard-Pleurtuit-Saint-Malo Airport,Dinard,Francia ,48.58769989,-2.079960108
LFRE,La Baule-Escoublac Airport,La Baule,Francia ,47.28939819,-2.346390009
LFRF,Granville Airport,Granville,Francia ,48.8830986,-1.564170003
LFRG,Deauville-Saint-Gatien Airport,Deauville,Francia ,49.36529922,0.154305995
LFRH,Lorient South Brittany (Bretagne Sud) Airport,Lorient,Francia ,47.76060104,-3.440000057
LFRI,La Roche-sur-Yon Airport,La Roche-sur-yon,Francia ,46.70190048,-1.378630042
LFRJ,Landivisiau Air Base,Landivisiau,Francia ,48.53030014,-4.151639938
LFRK,Caen-Carpiquet Airport,Caen,Francia ,49.1733017,-0.449999988
LFRL,Lanvéoc-Poulmic Air Base,Lanvedoc,Francia ,48.28170013,-4.445020199
LFRM,Le Mans-Arnage Airport,Le Mans,Francia ,47.94860077,0.201666996
LFRN,Rennes-Saint-Jacques Airport,Rennes,Francia ,48.06949997,-1.734789968
LFRO,Lannion-Côte de Granit Airport,Lannion,Francia ,48.754398,-3.47166
LFRQ,Quimper-Cornouaille Airport,Quimper,Francia ,47.97499847,-4.167789936
LFRS,Nantes Atlantique Airport,Nantes,Francia ,47.15319824,-1.610730052
LFRT,Saint-Brieuc-Armor Airport,St.-brieuc Armor,Francia ,48.5378,-2.85444
LFRU,Morlaix-Ploujean Airport,Morlaix,Francia ,48.60319901,-3.815779924
LFRV,Vannes-Meucon Airport,Vannes,Francia ,47.72330093,-2.71855998
LFRZ,Saint-Nazaire-Montoir Airport,St.-nazaire,Francia ,47.3105556,-2.1566667
LFSB,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,Francia ,47.59,7.5291667
LFSC,Colmar-Meyenheim Air Base,Colmar,Francia ,47.92200089,7.399670124
LFSD,Dijon-Bourgogne Airport,Dijon,Francia ,47.268902,5.09
LFSF,Metz-Frescaty (BA 128) Air Base,Metz,Francia ,49.07170105,6.131669998
LFSG,Épinal-Mirecourt Airport,Epinal,Francia ,48.325001,6.06998
LFSH,Haguenau Airport,Haguenau,Francia ,48.79430008,7.817609787
LFSI,Saint-Dizier-Robinson (BA 113) Air Base,St.-dizier,Francia ,48.63600159,4.899419785
LFSM,Montbéliard-Courcelles Airfield,Montbeliard,Francia ,47.487,6.79054
LFSN,Nancy-Essey Airport,Nancy,Francia ,48.69210052,6.230460167
LFSO,Nancy-Ochey (BA 133) Air Base,Nancy,Francia ,48.58309937,5.954999924
LFSP,Pontarlier Airport,Pontarlier,Francia ,46.90399933,6.327370167
LFSR,Reims-Champagne (BA 112) Air Base,Reims,Francia ,49.310001,4.05
LFST,Strasbourg Airport,Strasbourg,Francia ,48.53829956,7.628230095
LFSX,Luxeuil-Saint-Sauveur (BA 116) Air Base,Luxeuil,Francia ,47.7830556,6.36416667
LFTF,Cuers-Pierrefeu Airport,Cuers,Francia ,43.24779892,6.126699924
LFTH,Toulon-Hyères Airport,Hyeres,Francia ,43.09730148,6.146029949
LFTW,Nîmes-Arles-Camargue Airport,Nimes,Francia ,43.75740051,4.416349888
LFXA,Ambérieu Air Base (BA 278),Amberieu,Francia ,45.987301,5.32844
LFYD,Damblain Airport,Damblain,Francia ,48.0862999,5.664060116
LFFE,Enghien Moisselles Airfield,Enghien-moisselles,Francia ,49.046398,2.35306
LFEY,Île d'Yeu Airport,Île d'Yeu,Francia ,46.71860123,-2.391109943
LFJR,Angers-Loire Airport,Angers/Marcé,Francia ,47.560299,-0.312222
LFTZ,La Môle Airport,La Môle,Francia ,43.205399,6.482
TFFJ,Gustaf III Airport,Gustavia,Francia ,17.90439987,-62.84360123
LFLJ,Courchevel Airport,Courcheval,Francia ,45.39670181,6.634719849
LFCD,Andernos Les Bains Airport,Andernos-Les-Bains,Francia ,44.7561,-1.06333
LFBH,La Rochelle-Île de Ré Airport,La Rochelle,Francia ,46.17919922,-1.195279956
LFEC,Ouessant Airport,Ouessant,Francia ,48.46319962,-5.063580036
LFTU,Fréjus Airport,Frejus,Francia ,43.4175,6.7357
LFPZ,Saint-Cyr-l'École Airport,Saint-Cyr,Francia ,48.81140137,2.074719906
LFGC,Strasbourg Neuhof Airfield,Strasbourg Neudorf,Francia ,48.554401,7.77806
LFHM,Megève Airport,Verdun,Francia ,45.82080078,6.652219772
LFKX,Méribel Altiport,Ajaccio,Francia ,45.407003,6.577942
LFGO,Pont Sur Yonne Airfield,Pont Sur Yonne,Francia ,48.289172,3.247912
LFGP,St Florentin Cheu Airfield,St Florentin Cheu,Francia ,47.98019,3.775583
LFEW,Saulieu Liernais Airfield,Saulieu,Francia ,47.239399,4.26583
LFPE,Meaux Esbly Airport,Meaux,Francia ,48.92779922,2.835279942
LFFH,Château-Thierry - Belleau Airfield,Chateau-Thierry,Francia ,49.0672,3.35694
LFSQ,Fontaine Airport,Belfort,Francia ,47.6556015,7.010829926
LFFQ,La Ferté Alais Airfield,La Ferte Alais,Francia ,48.498652,2.338867
MRGT,Guatuso Airport,Marigot,Francia ,10.6833334,-84.83333588
LFQO,Lille/Marcq-en-Baroeul Airport,Marcq En Baroeul,Francia ,50.68719864,3.075560093
CDG2,Digby (General Hospital) Heliport,Tremblay-en-France,Francia ,44.61610031,-65.76190186
LFTN,La Grand'combe Airport,La Grand'Combe,Francia ,44.24440002,4.012219906
LFYL,Lure Malbouhans Air Base,Malbouhans,Francia ,47.7047,6.54583
LFOQ,Blois-Le Breuil Airport,Blois/Le Breuil,Francia ,47.678502,1.20884
LFPL,Lognes Emerainville Airport,Lognes,Francia ,48.821028,2.625967
LFDP,St Pierre d'Oléron Airfield,Saint Pierre d'Oleron,Francia ,45.959202,-1.31611
LFGQ,Semur En Auxois Airfield,Semur en Auxois,Francia ,47.481899,4.34417
ZKPY,Pyongyang Sunan International Airport,Pyongyang,Corea del Norte ,39.224098,125.669998
ZKSD,Sondok Airport,Hamhung,Corea del Norte ,39.745201,127.473999
ZKHM,Orang Airport,Chongjin,Corea del Norte ,41.428538,129.647555
ZKWS,Wonsan Kalma International Airport,Wonsan,Corea del Norte ,39.166801,127.486
ZKSC,Sunchon Air Base,Sunchon,Corea del Norte ,39.415699,125.894997
UEEE,Yakutsk Airport,Yakutsk,Rusia ,62.09329987,129.7709961
UERR,Mirny Airport,Mirnyj,Rusia ,62.53469849,114.0390015
UHBB,Ignatyevo Airport,Blagoveschensk,Rusia ,50.42539978,127.4120026
UHHH,Khabarovsk-Novy Airport,Khabarovsk,Rusia ,48.52799988,135.1880035
UHMD,Provideniya Bay Airport,Provideniya Bay,Rusia ,64.37809753,-173.2429962
UHMM,Sokol Airport,Magadan,Rusia ,59.9109993,150.7200012
UHMP,Pevek Airport,Pevek,Rusia ,69.78330231,170.5970001
UHPP,Yelizovo Airport,Petropavlovsk,Rusia ,53.16790009,158.4539948
UHSS,Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Rusia ,46.88869858,142.7180023
UHWW,Vladivostok International Airport,Vladivostok,Rusia ,43.39899826,132.147995
UIAA,Chita-Kadala Airport,Chita,Rusia ,52.026299,113.306
UIBB,Bratsk Airport,Bratsk,Rusia ,56.37060165,101.697998
UIII,Irkutsk Airport,Irkutsk,Rusia ,52.26800156,104.3889999
UIUU,Ulan-Ude Airport (Mukhino),Ulan-ude,Rusia ,51.80780029,107.4380035
ULLI,Pulkovo Airport,St. Petersburg,Rusia ,59.8003006,30.26250076
ULMM,Murmansk Airport,Murmansk,Rusia ,68.78170013,32.75080109
UMKK,Khrabrovo Airport,Kaliningrad,Rusia ,54.88999939,20.59259987
UNAA,Abakan Airport,Abakan,Rusia ,53.74000168,91.38500214
UNBB,Barnaul Airport,Barnaul,Rusia ,53.36380005,83.53849792
UNEE,Kemerovo Airport,Kemorovo,Rusia ,55.27009964,86.10720062
UNOO,Omsk Central Airport,Omsk,Rusia ,54.96699905,73.3105011
URKK,Krasnodar Pashkovsky International Airport,Krasnodar,Rusia ,45.03469849,39.17050171
URML,Uytash Airport,Makhachkala,Rusia ,42.81679916,47.65230179
URMM,Mineralnyye Vody Airport,Mineralnye Vody,Rusia ,44.22510147,43.08190155
URMT,Stavropol Shpakovskoye Airport,Stavropol,Rusia ,45.10919952,42.1128006
URRP,Platov International Airport,Rostov,Rusia ,47.493888,39.924722
URSS,Sochi International Airport,Sochi,Rusia ,43.449902,39.9566
URWA,Astrakhan Airport,Astrakhan,Rusia ,46.28329849,48.00630188
URWW,Volgograd International Airport,Volgograd,Rusia ,48.78250122,44.34550095
USCC,Chelyabinsk Balandino Airport,Chelyabinsk,Rusia ,55.305801,61.5033
USCM,Magnitogorsk International Airport,Magnetiogorsk,Rusia ,53.39310074,58.75569916
USNN,Nizhnevartovsk Airport,Nizhnevartovsk,Rusia ,60.94929886,76.4835968
USPP,Bolshoye Savino Airport,Perm,Rusia ,57.91450119,56.02119827
USRR,Surgut Airport,Surgut,Rusia ,61.34370041,73.40180206
USSS,Koltsovo Airport,Yekaterinburg,Rusia ,56.74309921,60.80270004
UUBP,Bryansk Airport,Bryansk,Rusia ,53.214199,34.176399
UUEE,Sheremetyevo International Airport,Moscow,Rusia ,55.972599,37.4146
UUEM,Migalovo Air Base,Tver,Rusia ,56.8246994,35.75770187
UUOO,Voronezh International Airport,Voronezh,Rusia ,51.81420135,39.229599
UUWW,Vnukovo International Airport,Moscow,Rusia ,55.59149933,37.26150131
UUYY,Syktyvkar Airport,Syktyvkar,Rusia ,61.64699936,50.8451004
UWKD,Kazan International Airport,Kazan,Rusia ,55.60620117,49.27870178
UWOO,Orenburg Central Airport,Orenburg,Rusia ,51.79579926,55.45669937
UWUU,Ufa International Airport,Ufa,Rusia ,54.55749893,55.87440109
UWWW,Kurumoch International Airport,Samara,Rusia ,53.50490189,50.16429901
UUDD,Domodedovo International Airport,Moscow,Rusia ,55.40879822,37.90629959
UNNT,Tolmachevo Airport,Novosibirsk,Rusia ,55.01259995,82.65070343
USTR,Roshchino International Airport,Tyumen,Rusia ,57.1896019,65.32430267
UWGG,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Rusia ,56.23009872,43.7840004
UNTT,Bogashevo Airport,Tomsk,Rusia ,56.38029861,85.20829773
UIBS,Ust-Ilimsk Airport,Ust Ilimsk,Rusia ,58.13610077,102.5650024
UOOO,Norilsk-Alykel Airport,Norilsk,Rusia ,69.31109619,87.3321991
URKA,Anapa Vityazevo Airport,Anapa,Rusia ,45.0021019,37.34730148
UUBB,Bykovo Airport,Moscow,Rusia ,55.61719894,38.06000137
ULAA,Talagi Airport,Arkhangelsk,Rusia ,64.60030365,40.71670151
UWSS,Saratov Central Airport,Saratov,Rusia ,51.56499863,46.04669952
USMU,Novy Urengoy Airport,Novy Urengoy,Rusia ,66.06939697,76.52030182
USRO,Noyabrsk Airport,Noyabrsk,Rusia ,63.18330002,75.26999664
UUYH,Ukhta Airport,Ukhta,Rusia ,63.56689835,53.80469894
UUYS,Usinsk Airport,Usinsk,Rusia ,66.00469971,57.36719894
UUYP,Pechora Airport,Pechora,Rusia ,65.12110138,57.13079834
ULAM,Naryan Mar Airport,Naryan-Mar,Rusia ,67.63999939,53.12189865
ULOO,Pskov Airport,Pskov,Rusia ,57.78390121,28.39559937
USRK,Kogalym International Airport,Kogalym,Rusia ,62.19039917,74.53379822
UNKL,Yemelyanovo Airport,Krasnoyarsk,Rusia ,56.172901,92.493301
UNCC,Novosibirsk North Airport,Novosibirsk,Rusia ,55.09170151,82.90670013
USHU,Uray Airport,Uraj,Rusia ,60.10329819,64.8266983
UUBI,Ivanovo South Airport,Ivanovo,Rusia ,56.93939972,40.94079971
UELL,Chulman Airport,Neryungri,Rusia ,56.91389847,124.9140015
UERP,Polyarny Airport,Yakutia,Rusia ,66.40039825,112.0299988
UESO,Chokurdakh Airport,Chokurdah,Rusia ,70.62310028,147.9019928
UESS,Cherskiy Airport,Cherskiy,Rusia ,68.74060059,161.3379974
UEST,Tiksi Airport,Tiksi,Rusia ,71.6977005,128.9029999
UHKK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Rusia ,50.4090004,136.9340057
UHMA,Ugolny Airport,Anadyr,Rusia ,64.734902,177.740997
UHOO,Okhotsk Airport,Okhotsk,Rusia ,59.4100647,143.0565033
ULAS,Solovki Airport,Solovetsky Islands,Rusia ,65.02999878,35.73333359
ULBC,Cherepovets Airport,Cherepovets,Rusia ,59.27360153,38.01580048
ULDD,Amderma Airport,Amderma,Rusia ,69.76329803,61.5564003
ULKK,Kotlas Airport,Kotlas,Rusia ,61.2358017,46.69749832
ULPB,Petrozavodsk Airport,Petrozavodsk,Rusia ,61.8852005,34.15470123
UNII,Yeniseysk Airport,Yeniseysk,Rusia ,58.4742012,92.11250305
UNKY,Kyzyl Airport,Kyzyl,Rusia ,51.66939926,94.40059662
UNWW,Spichenkovo Airport,Novokuznetsk,Rusia ,53.811401,86.877197
UOHH,Khatanga Airport,Khatanga,Rusia ,71.97810364,102.4909973
UOII,Igarka Airport,Igarka,Rusia ,67.43720245,86.62190247
URMG,Khankala Air Base,Grozny,Rusia ,43.29809952,45.78409958
URMN,Nalchik Airport,Nalchik,Rusia ,43.51290131,43.63660049
URMO,Beslan Airport,Beslan,Rusia ,43.20510101,44.60660172
URWI,Elista Airport,Elista,Rusia ,46.37390137,44.33089828
USDD,Salekhard Airport,Salekhard,Rusia ,66.59079742,66.61100006
USHH,Khanty Mansiysk Airport,Khanty-Mansiysk,Rusia ,61.0284996,69.08609772
USHN,Nyagan Airport,Nyagan,Rusia ,62.110001,65.614998
USHS,Sovetskiy Airport,Sovetskiy,Rusia ,61.32662201,63.60191345
USII,Izhevsk Airport,Izhevsk,Rusia ,56.8280983,53.45750046
USKK,Pobedilovo Airport,Kirov,Rusia ,58.50329971,49.34830093
USMM,Nadym Airport,Nadym,Rusia ,65.48090363,72.69889832
USNR,Raduzhny Airport,Raduzhnyi,Rusia ,62.15859985,77.3289032
USRN,Nefteyugansk Airport,Nefteyugansk,Rusia ,61.10829926,72.65000153
USUU,Kurgan Airport,Kurgan,Rusia ,55.47529984,65.41560364
UUBK,Staroselye Airport,Rybinsk,Rusia ,58.10419846,38.9294014
UUOB,Belgorod International Airport,Belgorod,Rusia ,50.64379883,36.59009933
UUOK,Kursk East Airport,Kursk,Rusia ,51.75059891,36.29560089
UUOL,Lipetsk Airport,Lipetsk,Rusia ,52.70280075,39.53779984
UUYW,Vorkuta Airport,Vorkuta,Rusia ,67.48860168,63.99309921
UWKB,Bugulma Airport,Bugulma,Rusia ,54.63999939,52.80170059
UWKJ,Yoshkar-Ola Airport,Yoshkar-Ola,Rusia ,56.70059967,47.90470123
UWKS,Cheboksary Airport,Cheboksary,Rusia ,56.09030151,47.34730148
UWLW,Ulyanovsk East Airport,Ulyanovsk,Rusia ,54.40100098,48.80270004
UWOR,Orsk Airport,Orsk,Rusia ,51.07249832,58.59560013
UWPP,Penza Airport,Penza,Rusia ,53.11059952,45.02109909
UWPS,Saransk Airport,Saransk,Rusia ,54.1251297,45.21225739
UWSB,Balakovo Airport,Balakovo,Rusia ,51.85829926,47.74560165
USHB,Berezovo Airport,Berezovo,Rusia ,63.92100143,65.03050232
UUBA,Kostroma Sokerkino Airport,Kostroma,Rusia ,57.7969017,41.01940155
UUOT,Donskoye Airport,Tambow,Rusia ,52.80609894,41.48279953
ULMK,Kirovsk-Apatity Airport,Apatity,Rusia ,67.46330261,33.5882988
UIKK,Kirensk Airport,Kirensk,Rusia ,57.773,108.064
UITT,Ust-Kut Airport,Ust-Kut,Rusia ,56.8567009,105.7300034
URRT,Taganrog Yuzhny Airport,Taganrog,Rusia ,47.1983333,38.8491667
URKG,Gelendzhik Airport,Gelendzhik,Rusia ,44.58209263,38.01248074
UUBW,Zhukovsky International Airport,Ramenskoe,Rusia ,55.553299,38.150002
UIIR,Irkutsk Northwest Airport,Irkutsk,Rusia ,52.36830139,104.1829987
UHHT,Khabarovsk Airport,Khabarovsk,Rusia ,48.52500153,135.1529999
UHKD,Dzemgi Airport,Komsomolsk-on-Amur,Rusia ,50.60559845,137.0809937
UIIB,Belaya Air Base,Sredniiy,Rusia ,52.91500092,103.5749969
UUDL,Tunoshna Airport,Yaroslavl,Rusia ,57.56069946,40.15739822
UWKE,Begishevo Airport,Nizhnekamsk,Rusia ,55.56470108,52.09249878
UWLL,Ulyanovsk Baratayevka Airport,Ulyanovsk,Rusia ,54.2682991,48.22669983
UNSS,Strezhevoy Airport,Strezhevoy,Rusia ,60.70940018,77.66000366
UEBB,Batagay Airport,Batagay,Rusia ,67.64800262,134.6950073
ULWW,Vologda Airport,Vologda,Rusia ,59.28250122,39.94440079
UHMW,Severo-Evensk Airport,Evensk,Rusia ,61.92166519,159.2299957
UERO,Olenyok Airport,Olenyok,Rusia ,68.514999,112.480003
UERS,Saskylakh Airport,Saskylakh,Rusia ,71.92790222,114.0800018
ULAL,Leshukonskoye Airport,Arkhangelsk,Rusia ,64.89600372,45.72299957
UIUN,Nizhneangarsk Airport,Nizhneangarsk,Rusia ,55.80080032,109.5950012
UNIW,Vanavara Airport,Vanavara,Rusia ,60.35969925,102.3239975
UERA,Aykhal Airport,Aykhal,Rusia ,65.959198,111.5465012
USSK,Uktus Airport,Yekaterinburg,Rusia ,56.7016983,60.79000092
UNIB,Baykit Airport,Baykit,Rusia ,61.67670059,96.35500336
UNBI,Biysk Airport,Biysk,Rusia ,52.47999954,85.33999634
UUBD,Dyagilevo Air Base,Kostroma,Rusia ,54.6446991,39.57040024
